solution.name,solution.number,nozzle,orifice.size,pressure,rep,dv10,dv50,dv90,rs,fines (<200),density,viscosity,ph,conductivity,surface.tension
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,20,1,549.64,1033.27,1425.97,0.85,0.47,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,20,2,577.99,1068.65,1459.46,0.82,0.46,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,20,3,572.85,1068.31,1461.86,0.83,0.46,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,20,1,518.77,996.07,1424.59,0.91,0.38,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,20,2,512.59,987.5,1409.85,0.91,0.41,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,20,3,509.22,983.91,1403.88,0.91,0.64,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,20,1,533.45,1012.68,1406.94,0.86,0.48,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,20,2,531.31,1002.08,1388.79,0.86,0.49,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,20,3,518.46,984.46,1374.91,0.87,0.55,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,20,1,624.35,1124.67,1595.73,0.86,0.17,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,20,2,624.05,1126.77,1585.68,0.85,0.17,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,20,3,629.79,1122.35,1560.58,0.83,0.17,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,20,1,649.68,1161.73,1707.22,0.91,0.04,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,20,2,656.37,1174.55,1719.68,0.91,0.04,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,20,3,649.23,1162.92,1692.84,0.9,0.04,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,20,1,629.34,1121.98,1563.34,0.83,0.17,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,20,2,635.97,1133.8,1607.48,0.86,0.14,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,20,3,653.68,1163.78,1648.09,0.85,0.12,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,20,1,572.68,1072.29,1536.08,0.9,0.43,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,20,2,566.03,1067.07,1536.63,0.91,0.44,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,20,3,566.81,1059.33,1515.86,0.9,0.43,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,20,1,656.04,1184.28,1696.99,0.88,0.04,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,20,2,645.43,1166.5,1659.38,0.87,0.05,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,20,3,658.49,1183.08,1701.58,0.88,0.04,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,20,1,549.76,1055.85,1513.52,0.91,0.23,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,20,2,542.39,1043.48,1512.1,0.93,0.3,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,20,3,543.99,1045.27,1510.8,0.92,0.24,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,20,1,672.08,1185.02,1665.61,0.84,0.05,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,20,2,661.94,1185.27,1679.89,0.86,0.11,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,20,3,677.39,1203.81,1692.18,0.84,0.05,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,20,1,487.85,940.01,1382.32,0.95,0.44,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,20,2,481.89,938.23,1412.55,0.99,0.44,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,20,3,495.1,961.26,1421.35,0.96,0.39,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,20,1,628.07,1156.3,1655.26,0.89,0.33,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,20,2,633.51,1165.98,1670.59,0.89,0.28,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,20,3,629.93,1156.77,1647.65,0.88,0.32,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,20,1,575.14,1110.44,1605.44,0.93,0.18,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,20,2,558.44,1091.93,1578.09,0.93,0.21,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,20,3,555.55,1083.59,1566.82,0.93,0.21,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,20,1,721.99,1270.7,1815.77,0.86,0.04,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,20,2,696.04,1229.26,1720.17,0.83,0.05,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,20,3,709.34,1256.65,1779.96,0.85,0.04,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,20,1,628.35,1196.23,1693.72,0.89,0.04,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,20,2,624.35,1172.11,1746.94,0.96,0.05,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,20,3,632.52,1191.04,1733.93,0.92,0.05,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.4,30,1,443.71,883.21,1310.77,0.98,0.77,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.4,30,2,441.81,873.24,1298.34,0.98,0.8,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.4,30,3,443.08,882.66,1306.9,0.98,0.8,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,30,1,380.21,757.46,1109.01,0.96,1.34,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,30,2,376.45,754.08,1106.09,0.97,1.38,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,30,3,378.33,750.37,1104.5,0.97,1.4,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,30,1,415.64,834.74,1242.47,0.99,0.99,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,30,2,411.67,823.43,1208.32,0.97,1.01,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,30,3,404.97,812.16,1202.35,0.98,1.06,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,30,1,469.2,912.01,1382.71,1,0.58,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,30,2,473.2,919.23,1361.32,0.97,0.66,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,30,3,480.97,931.97,1390.93,0.98,0.58,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,30,1,513.36,945.45,1370.07,0.91,0.35,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,30,2,521.4,959.68,1416.5,0.93,0.29,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,30,3,521.62,961.31,1423.79,0.94,0.31,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,30,1,456.27,888.08,1311.68,0.96,0.79,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,30,2,461.1,894.2,1308.03,0.95,0.75,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,30,3,465.28,900.83,1309.39,0.94,0.75,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,30,1,426.74,828.7,1265.4,1.01,0.83,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,30,2,417.19,812.25,1239.24,1.01,0.95,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,30,3,415.15,813.55,1238.23,1.01,0.99,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,30,1,531.06,996.87,1452.01,0.92,0.21,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,30,2,509.27,933.12,1322.72,0.87,0.36,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,30,3,519.68,966.1,1399.37,0.91,0.34,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,30,1,410.61,837.91,1278.61,1.04,1.02,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,30,2,403.86,828.01,1275.24,1.05,1.13,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,30,3,407.42,834.46,1280.38,1.05,1.04,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,30,1,512.22,967.74,1403.14,0.92,0.38,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,30,2,506.93,958.04,1383.3,0.91,0.42,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,30,3,508.36,958.31,1380.88,0.91,0.43,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,30,1,370.29,752.87,1193.8,1.09,1.57,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,30,2,372.7,746.69,1185.56,1.09,1.41,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,30,3,375.5,753.54,1186.09,1.08,1.4,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,30,1,518.63,1004.44,1470.71,0.95,0.32,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,30,2,525.93,1018.3,1513.87,0.97,0.3,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,30,3,509.68,984.43,1435.57,0.94,0.41,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,30,1,439.92,906.14,1368.95,1.03,0.78,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,30,2,437.05,897.59,1340.04,1.01,0.88,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,30,3,441.96,907.14,1370.35,1.02,0.76,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,30,1,512.26,941.56,1322.14,0.86,0.52,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,30,2,511.48,939.38,1320.49,0.86,0.52,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,30,3,512.01,937.14,1316.63,0.86,0.52,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,30,1,502.65,985.18,1527.14,1.04,0.34,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,30,2,501.13,986.19,1516.82,1.03,0.36,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,30,3,504.88,1000.84,1585.56,1.08,0.35,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,40,1,356.95,734.6,1159.16,1.09,1.82,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,40,2,351.93,721.49,1083.02,1.01,1.81,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,40,3,356.95,738.11,1160.02,1.09,1.77,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,40,1,306.7,637.46,998.81,1.09,2.94,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,40,2,307.18,636.06,993.98,1.08,2.87,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,40,3,309.51,639.54,998.19,1.08,2.75,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,40,1,351.24,712.58,1099.77,1.05,1.66,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,40,2,346.3,711.09,1113.17,1.08,1.81,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,40,3,356.17,720.19,1102.72,1.04,1.54,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,40,1,363.56,740.49,1120.14,1.02,1.66,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,40,2,370.52,747.42,1131.72,1.02,1.53,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,40,3,367.8,742.7,1117.04,1.01,1.6,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,40,1,451.24,864.75,1389.06,1.08,0.65,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,40,2,453.27,875.95,1444.94,1.13,0.65,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,40,3,451.48,873.67,1459.92,1.15,0.65,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,40,1,373.21,753.8,1179.9,1.07,1.44,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,40,2,369.18,748.9,1174.4,1.08,1.52,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,40,3,368.44,743.61,1175.86,1.09,1.47,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,40,1,358.62,709.33,1071.3,1,1.54,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,40,2,359.71,712.19,1072.54,1,1.53,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,40,3,352.24,702.05,1059.53,1.01,1.77,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,40,1,450.71,887.64,1352.22,1.02,0.75,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,40,2,452.41,885.25,1342.7,1.01,0.75,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,40,3,461.55,904,1393.15,1.03,0.58,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,40,1,334.38,720.25,1173.51,1.17,2.36,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,40,2,333.57,719,1167.66,1.16,2.35,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,40,3,336.28,716.66,1155.74,1.14,2.15,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,40,1,400.63,806.91,1239.21,1.04,1.2,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,40,2,403.65,814.16,1244.44,1.03,1.2,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,40,3,398.1,801.36,1226.77,1.03,1.25,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,40,1,316.5,647.8,1008.53,1.07,2.53,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,40,2,316.98,651.06,1009.7,1.06,2.57,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,40,3,313.65,644.45,1007.72,1.08,2.7,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,40,1,451.43,911.86,1387.06,1.03,0.73,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,40,2,444.3,897.7,1367.82,1.03,0.81,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,40,3,453.67,912.53,1383.47,1.02,0.76,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,40,1,366.45,773.92,1212.53,1.09,1.67,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,40,2,368.31,770.69,1209.77,1.09,1.65,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,40,3,369.57,779.84,1216.71,1.09,1.61,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,40,1,448.94,888,1313.47,0.97,0.91,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,40,2,448.54,888.62,1313.27,0.97,0.92,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,40,3,450.27,885.74,1309.46,0.97,0.86,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,40,1,418.57,861.8,1379.04,1.11,0.9,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,40,2,421.25,869.03,1408.14,1.14,0.86,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,40,3,421.59,874.93,1410.43,1.13,0.86,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,50,1,305.09,644.6,1008.01,1.09,3.11,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,50,2,305.42,644.19,1006.67,1.09,3.04,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,50,3,302.22,640.67,1005.85,1.1,3.21,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,50,1,263.83,568.02,921.66,1.16,4.7,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,50,2,265.76,568.18,914.48,1.14,4.57,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,50,3,263.84,568.67,920.45,1.15,4.73,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,50,1,303.62,627.31,976.5,1.07,2.91,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,50,2,306.39,629.25,972.73,1.06,2.75,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,50,3,305.92,627.8,973.54,1.06,2.79,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,50,1,311.17,659.55,1017.63,1.07,2.89,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,50,2,312.78,664.95,1023.7,1.07,2.85,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.3,50,3,310.83,664.49,1032.59,1.09,2.93,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,50,1,373.58,723.63,1077.21,0.97,1.38,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,50,2,376.01,730.84,1086.2,0.97,1.37,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.3,50,3,374.66,732.95,1095.01,0.98,1.45,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,50,1,310.15,650.17,1014.76,1.08,2.84,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,50,2,311.29,650.14,1014.44,1.08,2.77,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.4,50,3,313.37,656.19,1018.47,1.07,2.74,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,50,1,316.56,649.97,1011.22,1.07,2.56,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,50,2,320.43,651.17,1012.87,1.06,2.29,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.4,50,3,316.64,648.49,1011.5,1.07,2.53,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,50,1,395.88,781.6,1171.55,0.99,1.12,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,50,2,397.51,784.16,1178.32,1,1.07,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.4,50,3,391.29,774.36,1150.62,0.98,1.28,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,50,1,292.27,634.97,1012.38,1.13,3.52,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,50,2,290.76,635.85,1014.84,1.14,3.59,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.5,50,3,291.23,633.2,1010.65,1.14,3.59,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,50,1,345.65,721.37,1158.78,1.13,1.95,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,50,2,347.29,723.2,1162.82,1.13,1.91,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.5,50,3,348.29,726.4,1160.12,1.12,1.9,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,50,1,280.2,588.71,953.14,1.14,3.76,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,50,2,276.43,571.25,869.55,1.04,3.86,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,ULD,0.5,50,3,278.98,586.65,952.28,1.15,3.78,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,50,1,390.02,804.45,1250.61,1.07,1.34,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,50,2,389.38,806.67,1258.19,1.08,1.35,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.5,50,3,391.76,808.65,1255.18,1.07,1.32,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,50,1,333.28,716.04,1164.89,1.16,2.26,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,50,2,337.68,719.99,1170.01,1.16,2.06,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.6,50,3,336.85,712.91,1159.77,1.15,2.05,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,50,1,384.62,792.88,1223.6,1.06,1.42,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,50,2,383.78,785.96,1212.8,1.05,1.44,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TDXLD,0.6,50,3,385.9,786.15,1214.92,1.05,1.4,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,50,1,352.01,753.22,1251.56,1.19,1.82,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,50,2,352.31,761.34,1317.67,1.27,1.83,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TTI,0.6,50,3,353.01,757.07,1275.04,1.22,1.83,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,60,1,271.56,575.03,932.95,1.15,4.2,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,60,2,272.3,578.88,943.15,1.16,4.15,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI80,0.3,60,3,272.54,578.75,944.5,1.16,4.14,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,60,1,235.6,504.16,822.96,1.17,6.39,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,60,2,237.25,505.34,820.99,1.16,6.23,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,AI110,0.3,60,3,237.88,504.77,824.29,1.16,6.16,1.00881,1.156,4.92,7.85,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,60,1,277.93,576.68,919.27,1.11,3.68,1.00862,1.164,4.91,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,60,2,278.5,575.89,918.34,1.11,3.68,1.00879,1.153,4.94,7.82,
dicamba+glyphosate+clethodim+dra2,6,TADFD,0.3,60,3,276.64,572.63,922.18,1.13,3.74,1.00881,1.156,4.92,7.85,
