solution.name,solution.number,nozzle,orifice.size,pressure,rep,dv10,dv50,dv90,rs,fines (<200),density,viscosity,ph,conductivity,surface.tension
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,50,1,308.17,651,1011.56,1.08,3.04,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,50,2,309.34,649.61,1007.63,1.07,2.96,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,50,3,309.62,650.47,1007.65,1.07,2.96,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,50,1,414.49,866.8,1344.9,1.07,1.32,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,50,2,411.84,857.15,1341.63,1.08,1.3,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,50,3,415.06,862.36,1347.74,1.08,1.28,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,50,1,268.89,633.23,1057.63,1.25,4.85,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,50,2,264.99,625.72,1051.35,1.26,5.05,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,50,3,264.18,636.06,1093.51,1.3,5.17,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,50,1,305.95,661.64,1089.79,1.18,3.16,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,50,2,305.76,662.81,1094.64,1.19,3.16,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,50,3,308,669.26,1104.5,1.19,3.13,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,50,1,268.85,594.27,964.62,1.17,4.66,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,50,2,268.42,595.33,965.67,1.17,4.69,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,50,3,268.34,596.75,971.76,1.18,4.71,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,50,1,390.24,814.51,1193.77,0.99,1.73,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,50,2,389.84,809.75,1189.33,0.99,1.7,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,50,3,388.21,807.26,1182.89,0.98,1.78,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,50,1,343.5,744.6,1211.53,1.17,2.33,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,50,2,338.42,730.31,1184.96,1.16,2.37,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,50,3,338.5,726.44,1179.9,1.16,2.35,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,50,1,292.69,695.07,1168.7,1.26,3.96,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,50,2,290.12,673.64,1134.76,1.25,3.97,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,50,3,296.31,695.34,1167.44,1.25,3.78,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,50,1,373.92,832.65,1410.99,1.25,1.76,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,50,2,376.68,839.43,1412.25,1.23,1.76,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,50,3,373.81,838.56,1417.92,1.25,1.8,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.3,60,1,245.08,564.28,929.77,1.21,6.29,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.3,60,2,240.17,554.31,907.14,1.2,6.54,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.3,60,3,240.46,554.86,909.17,1.21,6.53,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,AI110,0.3,60,1,205.95,485.15,816.07,1.26,9.39,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,AI110,0.3,60,2,206.01,480.19,801.08,1.24,9.37,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,AI110,0.3,60,3,205.91,486.34,820.21,1.26,9.39,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.3,60,1,249.07,550.21,960.87,1.29,5.76,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.3,60,2,241.99,544.9,960.03,1.32,6.29,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.3,60,3,240.18,545.33,959.51,1.32,6.41,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.3,60,1,238.29,546.64,928.33,1.26,6.55,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.3,60,2,238.84,546.37,928.79,1.26,6.52,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.3,60,3,238.23,547.71,933.34,1.27,6.57,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.3,60,1,338.11,713.74,1073.01,1.03,2.58,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.3,60,2,330.97,708.36,1083.55,1.06,2.74,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.3,60,3,338.31,710.77,1081.65,1.05,2.54,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.4,60,1,249.79,579.53,977.03,1.25,5.9,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.4,60,2,251.74,571.66,959.9,1.24,5.67,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.4,60,3,248.92,563.52,945.97,1.24,5.83,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,60,1,279.08,605.3,968.45,1.14,4.18,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,60,2,276.57,607.36,978.89,1.16,4.36,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.4,60,3,280.25,606.08,971.97,1.14,4.08,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,60,1,362.76,759.39,1131.54,1.01,1.95,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,60,2,363.09,755.34,1128.47,1.01,1.93,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.4,60,3,365.73,764.61,1140.64,1.01,1.89,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,60,1,248.09,603.62,1019.72,1.28,6.13,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,60,2,241.4,596.37,1043.45,1.34,6.56,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,AI80,0.5,60,3,240.48,592.05,1023.3,1.32,6.61,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,60,1,271.32,607.07,993.3,1.19,4.57,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,60,2,274.74,618.85,1039.44,1.24,4.42,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.5,60,3,271.39,603.91,987.8,1.19,4.56,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,60,1,247.6,559.32,926.79,1.21,5.96,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,60,2,249.67,561.43,933.58,1.22,5.79,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,ULD,0.5,60,3,251.43,565.31,939.43,1.22,5.67,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,60,1,364.62,783.74,1187.09,1.05,2.09,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,60,2,369.91,781.48,1178.03,1.03,1.8,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.5,60,3,367.51,780.04,1180.18,1.04,1.86,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,60,1,310.78,695.72,1144.79,1.2,3.18,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,60,2,313.3,696.55,1143.03,1.19,3.05,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TDXLD,0.6,60,3,312.93,694.91,1147.23,1.2,3.06,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,60,1,266.22,650.12,1126.4,1.32,5.12,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,60,2,267.76,647.61,1100.82,1.29,4.96,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TADFD,0.6,60,3,265.8,646.07,1111.74,1.31,5.09,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,60,1,320.75,730.5,1182.96,1.18,2.96,1.01232,1.229,4.91,11.22,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,60,2,321.84,732.17,1183.5,1.18,2.92,1.01241,1.225,4.9,11.17,
dicamba+glyphosate+glufosinate+dra2,14,TTI,0.6,60,3,320.68,729.48,1185.47,1.19,2.91,1.01241,1.225,4.86,11.35,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,20,1,588.55,1103.48,1555.15,0.88,0.42,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,20,2,596.03,1111.18,1559.17,0.87,0.44,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,20,3,571.38,1079.94,1513.92,0.87,0.47,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,20,1,500.15,970.83,1395.1,0.92,0.61,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,20,2,495.26,963.89,1385.07,0.92,0.64,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,20,3,488.48,953.4,1369.36,0.92,0.57,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,20,1,584.46,1046.19,1509.05,0.88,0.34,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,20,2,596.51,1068.84,1520.18,0.86,0.34,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,20,3,587.95,1057.13,1523.11,0.88,0.35,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,20,1,593.9,1098.07,1548.49,0.87,0.13,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,20,2,588.29,1079.17,1504.97,0.85,0.13,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,20,3,586.04,1085.88,1529.48,0.87,0.14,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,20,1,606.46,1121.62,1599.2,0.89,0.19,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,20,2,611.5,1118.43,1620.12,0.9,0.17,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,20,3,610.63,1131,1653.35,0.92,0.16,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,20,1,590.42,1064.28,1542.74,0.89,0.14,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,20,2,581.84,1050.72,1511.57,0.88,0.15,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,20,3,581.65,1052.03,1519.99,0.89,0.15,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,20,1,527.37,968.43,1380.48,0.88,0.23,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,20,2,516.56,953.08,1383.83,0.91,0.22,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,20,3,519.9,954.51,1395.76,0.92,0.22,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,20,1,634.87,1185.2,1708.96,0.91,0.13,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,20,2,635.77,1191.62,1744.98,0.93,0.14,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,20,3,634.85,1187.36,1730.56,0.92,0.14,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,20,1,491.16,984.1,1429.03,0.95,0.66,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,20,2,486.43,984.59,1441.12,0.97,0.63,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,20,3,475.48,967.14,1414.58,0.97,0.74,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,20,1,591.12,1076.82,1536.1,0.88,0.17,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,20,2,596.44,1081.01,1539.9,0.87,0.15,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,20,3,582.27,1067.62,1523.75,0.88,0.36,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,20,1,429.24,827.9,1234.63,0.97,0.82,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,20,2,428.41,825.61,1231.01,0.97,0.85,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,20,3,432.1,827.29,1230.47,0.97,0.72,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,20,1,612.26,1146.35,1654.57,0.91,0.19,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,20,2,608.85,1138.25,1632.34,0.9,0.37,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,20,3,619.12,1147.99,1650.8,0.9,0.18,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,20,1,622.84,1132.17,1652.6,0.91,0.13,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,20,2,607.54,1111.54,1612.42,0.9,0.15,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,20,3,611.48,1116.29,1610.41,0.89,0.15,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,20,1,514.52,1053.51,1535.82,0.97,0.41,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,20,2,508.82,1039.24,1510.92,0.96,0.45,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,20,3,515.03,1054.14,1540.94,0.97,0.43,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,20,1,590.91,1131.1,1705.94,0.99,0.18,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,20,2,591.02,1128.76,1693.46,0.98,0.19,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,20,3,593.09,1140.48,1726.17,0.99,0.19,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,30,1,414.54,854.03,1273.52,1.01,1.28,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,30,2,415.57,854.85,1276.31,1.01,1.27,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,30,3,413.31,851.57,1281.3,1.02,1.3,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,30,1,343.09,721.67,1081.98,1.02,2.21,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,30,2,344.96,723.75,1088.17,1.03,2.12,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,30,3,345.94,724.03,1086.98,1.02,2.14,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,30,1,431.1,828.13,1317.24,1.07,0.75,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,30,2,431.11,827.62,1328.47,1.08,0.74,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,30,3,424.4,814.4,1293.6,1.07,0.81,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,30,1,397.81,809.15,1223.54,1.02,1.24,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,30,2,396.33,810.59,1226.49,1.02,1.25,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,30,3,395.88,807.26,1225.54,1.03,1.26,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,30,1,487.42,932.23,1338.07,0.91,0.66,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,30,2,481.01,920.46,1318.79,0.91,0.67,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,30,3,482.06,927.06,1327.45,0.91,0.68,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,30,1,413.31,829.52,1282.02,1.05,1.07,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,30,2,409.29,819.83,1268.04,1.05,1.13,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,30,3,408.3,823.4,1284.05,1.06,1.14,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,30,1,391.89,765.9,1169.5,1.02,1.11,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,30,2,384.5,743.57,1087.62,0.95,1.12,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,30,3,389,761.95,1161.29,1.01,1.16,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,30,1,526.58,1021.61,1504.49,0.96,0.43,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,30,2,526.24,1019.92,1479.95,0.94,0.43,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,30,3,513.29,1002.05,1459.65,0.94,0.57,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,30,1,362.55,788.47,1230.5,1.1,2,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,30,2,361.16,787.23,1226.87,1.1,2.04,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.5,30,3,357.61,780.86,1202.55,1.08,2.14,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,30,1,453.49,892.1,1337.29,0.99,0.73,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,30,2,453.84,892.26,1344.66,1,0.68,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.5,30,3,452.76,893.58,1345.84,1,0.68,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,30,1,547.18,1075.55,1643.11,1.02,0.36,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,30,2,544.63,1074.32,1644.51,1.02,0.35,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.5,30,3,547.94,1082.3,1673.43,1.04,0.35,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,30,1,355.27,728.42,1144.61,1.08,1.94,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,30,2,349.35,724.43,1140.12,1.09,2.12,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.5,30,3,356.93,729.9,1141.89,1.08,1.88,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,30,1,515.84,994.66,1448.53,0.94,0.43,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,30,2,515.85,993.63,1438.26,0.93,0.43,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.6,30,3,504,971.94,1407.82,0.93,0.59,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,30,1,426.41,917.39,1385.62,1.05,1.18,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,30,2,423.29,912.61,1380.85,1.05,1.25,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.6,30,3,419.73,903.75,1374.33,1.06,1.23,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,30,1,490.05,984.89,1461.59,0.99,0.62,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,30,2,491.28,995.33,1567.71,1.08,0.57,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.6,30,3,496.13,998.1,1569.67,1.08,0.57,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,40,1,327.56,703.05,1071.24,1.06,2.67,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,40,2,327.15,705.18,1076.49,1.06,2.73,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI80,0.3,40,3,329.83,711.65,1084.32,1.06,2.65,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,40,1,278.37,617.95,991.76,1.15,4.32,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,40,2,281.09,620.54,990.67,1.14,4.16,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,AI110,0.3,40,3,280.24,618.22,990.78,1.15,4.19,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,40,1,344.77,694.43,1116.85,1.11,1.9,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,40,2,339.59,684.01,1108.8,1.12,2,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.3,40,3,342.89,691.68,1123.34,1.13,1.93,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,40,1,326.85,707.04,1155.99,1.17,2.52,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,40,2,329.86,705.79,1147.72,1.16,2.37,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TADFD,0.3,40,3,331.59,710.51,1152.54,1.16,2.34,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,40,1,424.83,839.98,1245.88,0.98,1.14,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,40,2,417.22,835.45,1220.02,0.96,1.26,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.3,40,3,424.45,841.84,1234.85,0.96,1.24,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,40,1,336.12,711.83,1166.84,1.17,2.3,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,40,2,340.53,714.17,1168.5,1.16,2.11,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TDXLD,0.4,40,3,337.31,711.15,1170.43,1.17,2.16,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,40,1,343.88,714.6,1130.86,1.1,2.24,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,40,2,339.56,696.1,1047.99,1.02,2.3,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,ULD,0.4,40,3,346.1,717.49,1129.9,1.09,2.22,1.01201,1.567,4.78,11.12,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,40,1,445.8,913.41,1400.69,1.05,1.02,1.01198,1.542,4.83,10.98,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,40,2,443.01,903.22,1383,1.04,1.04,1.01203,1.53,4.78,11.02,
dicamba+glyphosate+glufosinate+dra1,15,TTI,0.4,40,3,448.18,913.65,1397.68,1.04,1,1.01201,1.567,4.78,11.12,
